X坐標,Y坐標,原地址,結果地址,說明
291416.913,2767538.789,新北市樹林區中正路757號,新北市樹林區三龍里1鄰中正路757號,[新北市]	 { 完全比對 } 找到符合的門牌地址
194388.415,2597663.643,嘉義市民樂街122巷2號,嘉義市東區東興里11鄰民樂街122巷2號,[嘉義市]	 { 完全比對 } 找到符合的門牌地址
194223.682,2596515.845,嘉義市吳鳳南路50-1號,嘉義市東區豐年里2鄰吳鳳南路50號之1,[嘉義市]	 { 模糊比對 } (吳鳳南路)	找到符合的[路街名]，(50-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
204341.010,2623140.630,雲林縣斗六市文化路298號,雲林縣斗六市鎮東里18鄰文化路298號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
,,彰化市中化路二段48號,,查無符合門牌地址
194930.724,2597635.021,嘉義市公明路34-6號,嘉義市東區東興里2鄰公明路34號之6,[嘉義市]	 { 模糊比對 } (公明路)	找到符合的[路街名]，(34-6號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
194157.120,2597280.236,嘉義市吳鳳北路167號,嘉義市東區過溝里5鄰吳鳳北路167號,[嘉義市]	 { 完全比對 } 找到符合的門牌地址
205661.930,2651262.810,彰化縣員林鎮南平東街18號,彰化縣員林鎮南平里4鄰南平東街18號,[彰化縣]	 { 模糊比對 } (員林鎮)	找到符合的[鄉鎮市區]，(南平東街)	找到符合的[路街名]，(18號)	找到符合的[門牌號碼]，進行[雙號過濾]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
179896.840,2621395.350,雲林縣褒忠鄉中民村中正路117號,雲林縣褒忠鄉中民村6鄰中正路117號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
193846.273,2595597.005,嘉義市世賢路四段350巷27弄6號,嘉義市西區美源里13鄰世賢路四段350巷27弄6號,[嘉義市]	 { 完全比對 } 找到符合的門牌地址
193065.208,2598097.296,嘉義市博愛路1段389號,嘉義市西區慶安里5鄰博愛路一段389號,[嘉義市]	 { 完全比對 } 找到符合的門牌地址
192762.194,2598190.392,嘉義市重興里自由路63號,嘉義市西區重興里6鄰自由路63號,[嘉義市]	 { 完全比對 } 找到符合的門牌地址
217664.047,2671979.452,台中市五權路390號,臺中市北區錦平里19鄰五權路390號,[臺中市]	 { 模糊比對 } (五權路)	找到符合的[路街名]，(390號)	找到符合的[門牌號碼]，進行[雙號過濾]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
247109.270,2745068.210,新竹市民權路242號,新竹市東區文華里5鄰民權路242號,[新竹市]	 { 完全比對 } 找到符合的門牌地址
246896.840,2744812.050,新竹市北大路130號,新竹市北區水田里1鄰北大路106號,[新竹市]	 { 模糊比對 } (北大路)	找到符合的[路街名]，(130號)	進行[雙號過濾]，進行[找大於且最接近的門牌號碼]，找到大於輸入的門牌號碼 +8 號，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -24 號，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
303973.128,2772603.460,台北市民權東路二段152巷22弄2號,臺北市中山區松江里17鄰民權東路二段152巷22弄2號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
246281.420,2744385.690,新竹市北大路300號,新竹市北區新民里7鄰北大路300號,[新竹市]	 { 完全比對 } 找到符合的門牌地址
246055.570,2744532.220,新竹市西大路656號,新竹市北區新民里10鄰西大路656號,[新竹市]	 { 完全比對 } 找到符合的門牌地址
246750.570,2742921.620,新竹市食品路423號,新竹市東區新光里13鄰食品路423號,[新竹市]	 { 完全比對 } 找到符合的門牌地址
217918.485,2673725.395,台中市北屯區青島路三段212-1號,臺中市北屯區平德里9鄰青島路三段211號,[臺中市]	 { 模糊比對 } (北屯區)	找到符合的[鄉鎮市區]，(青島路)	找到符合的[路街名]，(3段)	找到符合的[路段]，(212-1號)	進行[找大於且最接近的門牌號碼]，找到大於輸入的門牌號碼 +1 號，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -1 號，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
184795.120,2521678.050,高雄市燕巢區西燕里興隆巷12號,高雄市燕巢區西燕里27鄰興隆巷12號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
218075.000,2644844.000,南投市彰仁里中山街110號,南投縣南投市彰仁里5鄰中山街110號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
219752.360,2636833.380,南投縣名間鄉南雅村員集路117號,南投縣名間鄉南雅村8鄰員集路117號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
181501.147,2500822.810,高雄市前鎮區永豐路92號,高雄市前鎮區瑞昌里11鄰永豐路92號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
218030.805,2673626.097,台中市崇德路一段582號,臺中市北屯區平安里3鄰崇德路一段582號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
,,桃園龍潭龍元路58號,,查無符合門牌地址
211545.679,2675670.022,台中市西屯區永福路167號,臺中市西屯區福雅里24鄰永福路167號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
218097.410,2667195.990,台中市大里區西榮路201號,臺中市大里區長榮里17鄰西榮路201號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
183653.463,2496823.681,高雄市小港區宏平路534號,高雄市小港區青島里19鄰宏平路534號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
180064.558,2507170.407,高雄市三民區鼎中路230號,高雄市三民區鼎中里8鄰鼎中路230號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
287613.133,2758898.842,三峽區復興路83號,新北市三峽區永?里21鄰復興路83號,[新北市]	 { 完全比對 } 找到符合的門牌地址
177422.665,2502739.897,高雄市前金區成功一路319號,高雄市前金區社西里13鄰成功一路319號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
179245.106,2503294.897,高雄市新興區民生一路34號,高雄市新興區光耀里14鄰民生一路34號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
298674.304,2774714.462,三重區三和路四段215巷13號,新北市三重區慈愛里12鄰三和路四段215巷13號,[新北市]	 { 完全比對 } 找到符合的門牌地址
215745.903,2672832.568,台中市西區華美西街一段203號,臺中市西區忠誠里17鄰華美西街一段203號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
296001.936,2770760.014,新莊區復興路二段90號1樓,新北市新莊區思賢里12鄰復興路二段90號,[新北市]	 { 完全比對 } 找到符合的門牌地址
183321.944,2496432.801,高雄市小港區沿海一路202號,高雄市小港區三苓里1鄰沿海一路202號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
215822.292,2675762.443,台中市北屯區中清路二段840號,臺中市北屯區后庄里35鄰中清路二段840號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
178367.265,2505547.968,高雄市三民區博愛一路273號,高雄市三民區安泰里12鄰博愛一路273號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
297314.946,2775306.076,新北市蘆洲區中正路142號,新北市蘆洲區保和里13鄰中正路142號,[新北市]	 { 完全比對 } 找到符合的門牌地址
215153.693,2673091.548,台中市西屯區漢口路一段137號,臺中市西屯區何厝里15鄰漢口路一段137號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
178926.850,2579181.660,台南市新營區民生路332號,臺南市新營區新北里20鄰民生路332號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
180139.820,2507717.014,高雄市三民區鼎中路466號,高雄市三民區鼎力里6鄰鼎中路466號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
179630.961,2505737.963,高雄市三民區民族一路300號,高雄市三民區灣復里5鄰民族一路300號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
293737.795,2762000.043,新北市土城區中央路三段141之7號一樓,新北市土城區永寧里2鄰中央路三段141之7號,[新北市]	 { 完全比對 } 找到符合的門牌地址
165926.280,2562107.970,臺南市佳里區忠仁里建中街46號,臺南市佳里區忠仁里8鄰建中街44號,[臺南市]	 { 模糊比對 } (佳里區)	找到符合的[鄉鎮市區]，(忠仁里)	找到符合的[村里]，(建中街)	找到符合的[路街名]，(46號)	進行[雙號過濾]，進行[找大於且最接近的門牌號碼]，找到大於輸入的門牌號碼 +2 號，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -2 號，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
,,屏東市光武一巷1-14號,,查無符合門牌地址
258969.572,2736566.853,竹東鎮東寧路二段328號,新竹縣竹東鎮東華里4鄰東寧路二段328號,[新竹縣]	 { 完全比對 } 找到符合的門牌地址
221321.763,2682876.969,台中市豐原區富春街77號2號,臺中市豐原區富春里5鄰富春街77號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
177347.370,2513093.187,高雄市楠梓區後昌路1048號,高雄市楠梓區宏昌里15鄰後昌路1048號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
179029.697,2503949.918,高雄市新興區七賢一路262號,高雄市新興區開平里17鄰七賢一路262號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
166954.300,2540755.960,台南市金華路一段192號,臺南市南區明興里5鄰金華路一段192號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
237259.512,2730553.069,苗栗縣竹南鎮環市路一段205號,苗栗縣竹南鎮大厝里8鄰環市路一段205號,[苗栗縣]	 { 完全比對 } 找到符合的門牌地址
222739.925,2683331.135,台中市豐原區水源路510號,臺中市豐原區南村里5鄰水源路510號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
205958.200,2680659.720,台中市沙鹿區鎮南路二段446號,臺中市沙鹿區北勢里25鄰鎮南路二段446號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
179039.430,2506932.001,高雄市左營區明誠二路204號,高雄市左營區新上里19鄰明誠二路204號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
214345.897,2670874.855,台中市南屯區大墩六街220號,臺中市南屯區文心里18鄰大墩六街220號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
215209.954,2673161.638,台中市西屯區漢口路二段3號,臺中市西屯區何厝里20鄰漢口路二段3號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
314020.302,2773169.023,汐止區福德一路二0六巷一號一樓,新北市汐止區福德里16鄰福德一路206巷1號,[新北市]	 { 完全比對 } 找到符合的門牌地址
218505.000,2644686.000,南投市中興路551號,南投縣南投市三和里17鄰中興路551號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
180365.282,2498032.769,高雄市前鎮區草衙二路497號,高雄市前鎮區草衙里1鄰草衙二路497號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
221490.631,2683046.338,台中市豐原區新生北路59號,臺中市豐原區豐榮里1鄰新生北路59號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
214510.607,2672027.616,台中市南屯區大聖街250號,臺中市南屯區大業里13鄰大聖街250號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
171100.490,2546103.000,台南市永康區大橋里28鄰中華路638號,臺南市永康區大橋里28鄰中華路638號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
181661.488,2503584.886,高雄市苓雅區建國一路74-3號,高雄市苓雅區正道里2鄰建國一路74之3號,[高雄市]	 { 模糊比對 } (苓雅區)	找到符合的[鄉鎮市區]，(建國一路)	找到符合的[路街名]，(74-3號)	找到符合的[門牌號碼]，進行[雙號過濾]，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
175890.994,2506704.020,高雄市鼓山區九如四路1119號,高雄市鼓山區建國里18鄰九如四路1119號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
212050.780,2693524.970,台中市大甲區鎮政路58-7號,臺中市大甲區朝陽里3鄰鎮政路58之7號,[臺中市]	 { 模糊比對 } (大甲區)	找到符合的[鄉鎮市區]，(鎮政路)	找到符合的[路街名]，(58-7號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
183905.699,2498443.724,高雄市小港區中安路598號,高雄市小港區桂林里30鄰中安路598號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
218068.750,2653278.550,南投縣草屯鎮中正路854號,南投縣草屯鎮玉峰里16鄰中正路854號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
259673.772,2735153.040,竹東鎮東寧路一段61號,新竹縣竹東鎮東寧里16鄰東寧路一段61號,[新竹縣]	 { 完全比對 } 找到符合的門牌地址
300707.739,2770368.946,臺北市長沙街2段157號,臺北市萬華區新起里1鄰長沙街二段157號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
296882.788,2768793.348,板橋區四維路174-3號,新北市板橋區明翠里22鄰四維路174之3號,[新北市]	 { 模糊比對 } (板橋區)	找到符合的[鄉鎮市區]，(四維路)	找到符合的[路街名]，(174-3號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
177899.423,2504874.953,高雄市三民區嫩江街58號,高雄市三民區精華里23鄰嫩江街58號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
259201.416,2736841.643,竹東鎮仁愛路360號,新竹縣竹東鎮仁愛里16鄰仁愛路360號,[新竹縣]	 { 完全比對 } 找到符合的門牌地址
220527.580,2682599.580,台中市豐原區西安街191號,臺中市豐原區西安里18鄰西安街191號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
283620.530,2765088.650,桃園市龜山區萬壽路二段1141號,桃園市龜山區新路里25鄰萬壽路二段1141號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
246994.020,2650929.160,南投縣埔里鎮忠孝路160號,南投縣埔里鎮東門里9鄰忠孝路160號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
180220.939,2508997.049,高雄市左營區榮耀街28號,高雄市左營區福山里39鄰榮耀街28號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
180056.097,2506206.973,高雄市三民區鼎山街466號,高雄市三民區灣子里2鄰鼎山街466號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
179255.713,2503871.914,高雄市新興區開封路301巷2號,高雄市新興區興昌里8鄰開封路301巷2號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
216559.209,2672320.956,台中市英才路298號,臺中市北區中達里6鄰英才路298號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
218000.083,2672064.950,台中市北區三民路三段209巷13號,臺中市北區錦平里10鄰三民路三段209巷7之3號,[臺中市]	 { 模糊比對 } (北區)	找到符合的[鄉鎮市區]，(三民路)	找到符合的[路街名]，(3段)	找到符合的[路段]，(209巷)	找到符合的[巷]，(13號)	找不到符合的[門牌號碼]，進行轉換搜尋[巷視為號]，模糊比對找到 1 筆符合的門牌地址。
299075.566,2772184.591,新北市三重區重陽路一段20巷4號1樓,新北市三重區重明里2鄰重陽路一段20巷4號,[新北市]	 { 完全比對 } 找到符合的門牌地址
205011.520,2502229.510,屏東縣內埔鄉東寧村南寧路184號,屏東縣內埔鄉東寧村37鄰南寧路184號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
282048.464,2764819.040,桃園市復興路44號,桃園市桃園區東山里17鄰復興路44號,[桃園市]	 { 模糊比對 } (復興路)	找到符合的[路街名]，(44號)	找到符合的[門牌號碼]，進行[雙號過濾]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
182557.167,2504799.913,高雄市三民區義華路51號,高雄市三民區寶業里20鄰義華路51號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
221297.813,2682045.942,台中市豐原區圓環東路122號,臺中市豐原區田心里5鄰圓環東路122號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
176323.432,2507238.031,高雄市鼓山區九如四路1658號,高雄市鼓山區前峰里10鄰九如四路1658號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
292855.123,2764783.853,新北市樹林區鎮前街144號,新北市樹林區樹北里13鄰鎮前街144號,[新北市]	 { 完全比對 } 找到符合的門牌地址
301756.735,2761625.003,新店區安康路二段115之1號1樓,新北市新店區公崙里20鄰安康路二段115之1號,[新北市]	 { 完全比對 } 找到符合的門牌地址
180487.520,2578042.170,台南市新營區新進路一０八號,臺南市新營區興業里3鄰新進路108號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
180778.427,2503982.904,高雄市苓雅區大順三路230號,高雄市苓雅區五福里27鄰大順三路230號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
167385.720,2544113.740,台南市金華路四段6號,臺南市中西區民權里5鄰金華路四段6號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
176714.162,2507920.430,高雄市左營區中華一路3-5號,高雄市左營區果峰里2鄰中華一路3之5號,[高雄市]	 { 模糊比對 } (左營區)	找到符合的[鄉鎮市區]，(中華一路)	找到符合的[路街名]，(3-5號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
210691.540,2671142.710,台中市南屯區文山里文山三街51巷12號,臺中市南屯區文山里7鄰文山三街51巷12號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
168331.659,2549195.705,臺南市安南區北安路3段205號,臺南市安南區鳳凰里1鄰北安路三段205號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
274209.924,2760405.336,桃園市中壢區環中東路二段22,桃園市中壢區普強里19鄰環中東路二段22號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
218030.050,2653290.560,南投縣草屯鎮明正里中正路867號,南投縣草屯鎮明正里4鄰中正路867號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
295638.774,2771371.674,新莊區中港路398號,新北市新莊區中隆里3鄰中港路398號,[新北市]	 { 完全比對 } 找到符合的門牌地址
217503.840,2652419.140,南投縣草屯鎮成功路1段68號,南投縣草屯鎮中山里17鄰成功路一段68號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
301714.701,2765028.284,中和區景平路167號1樓,新北市中和區景平里13鄰景平路167號,[新北市]	 { 完全比對 } 找到符合的門牌地址
178860.663,2501946.863,高雄市苓雅區林森二路7之2號,高雄市苓雅區華堂里4鄰林森二路7之2號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
214353.567,2672494.069,台中市西屯區大墩十八街九六號,臺中市西屯區何成里4鄰大墩十八街96號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
301985.750,2768907.903,台北市和平西路一段156號,臺北市中正區螢雪里13鄰和平西路一段156號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
218230.000,2644461.000,南投市復興路98之1號,南投縣南投市三和里22鄰復興路98之1號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
217952.000,2650549.000,南投市虎山路58號,南投縣南投市光輝里9鄰虎山路58號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
217714.750,2628057.980,南投縣竹山鎮雲林路44-7號,南投縣竹山鎮竹山里6鄰雲林路44之7號,[南投縣]	 { 模糊比對 } (竹山鎮)	找到符合的[鄉鎮市區]，(雲林路)	找到符合的[路街名]，(44-7號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
280184.156,2760843.670,桃園市八德區介壽路二段113號,桃園市八德區大華里5鄰介壽路二段113號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
301559.391,2765098.663,中和區景平路380號1樓,新北市中和區景平里7鄰景平路380號,[新北市]	 { 完全比對 } 找到符合的門牌地址
179809.771,2505439.953,高雄市三民區建工路695號,高雄市三民區正興里7鄰建工路695號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
180215.497,2500997.086,高雄市前鎮區和平二路32號,高雄市前鎮區竹南里14鄰和平二路32號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
300157.289,2769798.611,台北市和平西路三段205號一樓,臺北市萬華區青山里23鄰和平西路三段205號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
218727.393,2670886.734,台中市東區自由路三段223號,臺中市東區富臺里19鄰自由路三段223號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
181164.566,2504919.928,高雄市三民區正忠路101號,高雄市三民區寶興里22鄰正忠路101號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
216581.790,2674350.959,台中市北屯區中清路二段11號,臺中市北屯區水湳里7鄰中清路二段11號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
178635.562,2503417.906,高雄市新興區復橫一路229號,高雄市新興區蕉園里10鄰復橫一路229號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
179774.137,2502499.871,高雄市苓雅區光華一路134號,高雄市苓雅區林中里22鄰光華一路134號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
217824.306,2673883.426,台中市北屯區河北路二段58號,臺中市北屯區平德里16鄰河北路二段58號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
217203.968,2672710.079,台中市北區健行路588號,臺中市北區賴村里14鄰健行路588號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
178023.142,2505732.976,高雄市三民區北平二街111號,高雄市三民區安宜里24鄰北平二街111號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
300448.261,2765040.433,新北市中和區中興街130號1樓,新北市中和區中興里1鄰中興街130號,[新北市]	 { 完全比對 } 找到符合的門牌地址
180380.485,2502772.874,高雄市苓雅區四維二路46-1號,高雄市苓雅區同慶里15鄰四維二路46之1號,[高雄市]	 { 模糊比對 } (苓雅區)	找到符合的[鄉鎮市區]，(四維二路)	找到符合的[路街名]，(46-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
296950.904,2768328.489,板橋區陽明街54號1樓,新北市板橋區陽明里1鄰陽明街54號,[新北市]	 { 完全比對 } 找到符合的門牌地址
167062.460,2543103.280,台南市美南街20號,臺南市南區文華里13鄰美南街20號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
220232.265,2673818.538,台中市北屯區東山路一段152-2號1.2樓,臺中市北屯區水景里6鄰東山路一段152之2號,[臺中市]	 { 模糊比對 } (北屯區)	找到符合的[鄉鎮市區]，(東山路)	找到符合的[路街名]，(1段)	找到符合的[路段]，(152-2號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
219810.657,2671471.792,台中市太平區中山路四段180號,臺中市太平區新福里11鄰中山路四段180號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
280072.274,2760315.129,桃園市八德區介壽路2段274號,桃園市八德區大昌里18鄰介壽路二段274號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
304515.163,2761906.020,新店區北新路一段171號,新北市新店區新生里8鄰北新路一段171號,[新北市]	 { 完全比對 } 找到符合的門牌地址
305436.025,2769880.223,台北市敦化南路一段279號,臺北市大安區敦安里19鄰敦化南路一段279號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
307887.595,2774839.973,台北市內湖路一段611號,臺北市內湖區麗山里3鄰內湖路一段611號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
231535.338,2717423.540,苗栗縣苗栗市和平路67號,苗栗縣苗栗市建功里31鄰和平路67號,[苗栗縣]	 { 完全比對 } 找到符合的門牌地址
281302.659,2767016.628,桃園市春日路975巷4號,桃園市桃園區大興里23鄰春日路975巷4號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
165585.600,2562295.020,台南市佳里區中和街73號,臺南市佳里區建南里4鄰中和街73號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
203833.230,2675275.450,台中市龍井區沙田路四段272號,臺中市龍井區竹坑里5鄰沙田路四段272號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
216340.611,2675576.376,台中市北屯區平德路187巷41號,臺中市北屯區忠平里6鄰平德路187巷41號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
218410.834,2672682.700,台中市北區健行路76號,臺中市北區金龍里13鄰健行路76號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
240477.671,2730884.086,頭份鎮中華路955-7號,苗栗縣頭份鎮民族里7鄰中華路955之7號,[苗栗縣]	 { 模糊比對 } (頭份鎮)	找到符合的[鄉鎮市區]，(中華路)	找到符合的[路街名]，(955-7號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
311827.127,2652667.990,花蓮市中正路559號,花蓮縣花蓮市國治里11鄰中正路559號,[花蓮縣]	 { 完全比對 } 找到符合的門牌地址
217913.826,2673696.736,台中市北區青島路三段212號,臺中市北區頂厝里16鄰青島路三段212號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
216139.811,2673311.066,台中市北區太原路一段426號,臺中市北區明德里12鄰太原路一段426號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
213669.397,2675196.469,台中市烈美街173號,臺中市西屯區西安里6鄰烈美街173號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
