X坐標,Y坐標,原地址,結果地址,說明
184106.197,2496819.677,高雄市小港區宏平路360號,高雄市小港區濟南里12鄰宏平路360號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
272367.045,2761655.425,桃園市中壢區元化路2段50號,桃園市中壢區興平里4鄰元化路二段50號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
221215.438,2682377.332,台中市豐原區育才街35號,臺中市豐原區東勢里10鄰育才街35號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
272575.132,2761150.171,桃園市中壢區廣安街十號,桃園市中壢區興南里1鄰廣安街10號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
271575.450,2750975.790,桃園市龍潭區東龍路285號,桃園市龍潭區中山里19鄰東龍路285號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
214686.186,2671139.573,台中市西區向上南路一段一八四號,臺中市西區公正里16鄰向上南路一段184號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
304832.894,2762908.163,新北市新店區北新路二段九十四號,新北市新店區張北里10鄰北新路二段94號,[新北市]	 { 完全比對 } 找到符合的門牌地址
316084.757,2773276.113,新北市汐止區大同路二段二八四號,新北市汐止區大同里17鄰大同路二段284號,[新北市]	 { 完全比對 } 找到符合的門牌地址
273355.920,2751816.270,桃園市龍潭區中興路三九二巷十二號,桃園市龍潭區中興里20鄰中興路392巷12號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
203139.330,2622647.320,斗六市太平路一八六號,雲林縣斗六市中和里2鄰太平路186號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
271080.410,2759774.950,桃園市平鎮區延平路二段二九四號,桃園市平鎮區義民里21鄰延平路二段294號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
278676.820,2755004.470,桃園市大溪區介壽路796號,桃園市大溪區仁武里9鄰介壽路796號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
298163.872,2768689.583,新北市板橋區雙十路二段四號1樓及2樓,新北市板橋區龍翠里1鄰雙十路二段4號,[新北市]	 { 完全比對 } 找到符合的門牌地址
196982.510,2621149.030,雲林縣斗南鎮延平路一段一二一號,雲林縣斗南鎮新光里19鄰延平路一段121號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
178597.607,2507871.031,高雄市左營區新庄仔路556號,高雄市左營區新下里6鄰新庄仔路556號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
218048.580,2669078.265,台中市台中路283號,臺中市東區東興里4鄰臺中路283號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
217089.368,2674338.663,台中市北屯區山西路二段二一九號,臺中市北屯區平和里12鄰山西路二段219號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
296350.619,2766055.481,新北市板橋區四川路一段二三四號,新北市板橋區鄉雲里16鄰四川路一段234號,[新北市]	 { 完全比對 } 找到符合的門牌地址
191661.120,2605404.200,嘉義縣民雄鄉東榮村文化路24之4號,嘉義縣民雄鄉東榮村25鄰文化路24號之4,[嘉義縣]	 { 模糊比對 } (民雄鄉)	找到符合的[鄉鎮市區]，(東榮村)	找到符合的[村里]，(文化路)	找到符合的[路街名]，(24之4號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
197710.460,2508923.500,屏東市中正路193號,屏東縣屏東市斯文里19鄰中正路193號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
282370.918,2766560.198,桃園市大有路159號,桃園市桃園區三元里15鄰大有路159號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
312161.001,2771765.875,臺北市研究院路一段七十二號一F,臺北市南港區新富里17鄰研究院路一段72號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
301261.830,2766722.756,永和區中山路一段二三三號一樓,新北市永和區和平里23鄰中山路一段233號,[新北市]	 { 完全比對 } 找到符合的門牌地址
295756.196,2770295.949,新莊區公園路一六０號一樓,新北市新莊區中美里1鄰公園路160號,[新北市]	 { 完全比對 } 找到符合的門牌地址
264342.202,2518230.090,台東市更生路574號,臺東縣臺東市新生里7鄰更生路574號,[臺東縣]	 { 完全比對 } 找到符合的門牌地址
187973.830,2504320.400,高雄市大寮區中莊里鳳屏一路658號,高雄市大寮區中庄里30鄰鳳屏一路658號,[高雄市]	 { 模糊比對 } (大寮區)	找到符合的[鄉鎮市區]，(中莊里)	找不到符合的[村里]，進行轉換搜尋[村變成里，里變成村]，轉換搜尋找不到進行[忽略村里]，(鳳屏一路)	找到符合的[路街名]，(658號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
295177.461,2770006.057,新北市新莊區新泰路158號,新北市新莊區全泰里24鄰新泰路158號,[新北市]	 { 完全比對 } 找到符合的門牌地址
303950.164,2768904.254,台北市新生南路二段80-3號1樓,臺北市大安區龍安里1鄰新生南路二段80之3號,[臺北市]	 { 模糊比對 } (新生南路)	找到符合的[路街名]，(2段)	找到符合的[路段]，(80-3號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
264397.431,2518178.770,台東市更生路540號,臺東縣臺東市新生里12鄰更生路540號,[臺東縣]	 { 完全比對 } 找到符合的門牌地址
220574.949,2682407.006,台中市豐原區圓環南路117號,臺中市豐原區西安里19鄰圓環南路117號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
183664.590,2509017.620,高雄市仁武區仁和里仁忠路192號,高雄市仁武區仁和里1鄰仁忠路192號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
302208.607,2641372.543,花蓮縣壽豐鄉中山路6段174號,花蓮縣壽豐鄉壽豐村19鄰中山路六段174號,[花蓮縣]	 { 完全比對 } 找到符合的門牌地址
173811.115,2627507.728,麥寮鄉中山路350號,雲林縣麥寮鄉麥津村16鄰中山路350號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
205920.320,2650901.270,彰化縣員林鎮靜修路67-2號,彰化縣員林鎮新生里16鄰靜修路67之2號,[彰化縣]	 { 模糊比對 } (員林鎮)	找到符合的[鄉鎮市區]，(靜修路)	找到符合的[路街名]，(67-2號)	找到符合的[門牌號碼]，進行[單號過濾]，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
310663.092,2652146.112,花蓮市中原路552號,花蓮縣花蓮市主權里11鄰中原路552號,[花蓮縣]	 { 完全比對 } 找到符合的門牌地址
169939.240,2584407.610,嘉義縣義竹鄉龍蛟村2之2號,嘉義縣義竹鄉龍蛟村15鄰瓦?2號之2,[嘉義縣]	 { 模糊比對 } (義竹鄉)	找到符合的[鄉鎮市區]，(龍蛟村)	找到符合的[村里]，(2之2號)	找到符合的[門牌號碼]，進行[雙號過濾]，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
302514.834,2767081.332,永和區竹林路133-2號,新北市永和區竹林里3鄰竹林路133之2號,[新北市]	 { 模糊比對 } (永和區)	找到符合的[鄉鎮市區]，(竹林路)	找到符合的[路街名]，(133-2號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
303287.860,2777552.930,臺北市忠誠路一段102號一樓,臺北市士林區忠誠里6鄰忠誠路一段102號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
310855.156,2652909.529,花蓮市和平路635號,花蓮縣花蓮市國風里14鄰和平路635號,[花蓮縣]	 { 完全比對 } 找到符合的門牌地址
178858.497,2607769.779,雲林縣北港鎮大同里文化路116號,雲林縣北港鎮大同里3鄰文化路116號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
178049.480,2594738.010,嘉義縣太保市祥和三路東段266號,嘉義縣太保市安仁里11鄰祥和三路東段266號,[嘉義縣]	 { 完全比對 } 找到符合的門牌地址
285587.859,2760357.146,新北市鶯歌區文化路三八三號,新北市鶯歌區南靖里4鄰文化路383號,[新北市]	 { 完全比對 } 找到符合的門牌地址
187673.792,2489701.820,高雄市林園區林園里福興街137號,高雄市林園區林園里30鄰福興街137號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
195686.600,2632745.250,西螺鎮光復東路7號,雲林縣西螺鎮大園里3鄰光復東路7號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
205769.330,2501794.150,屏東縣內埔鄉光明路525-1號,屏東縣內埔鄉內埔村36鄰光明路525之1號,[屏東縣]	 { 模糊比對 } (內埔鄉)	找到符合的[鄉鎮市區]，(光明路)	找到符合的[路街名]，(525-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
185475.560,2575581.270,柳營區篤農村小腳腿251之62號,臺南市柳營區篤農里19鄰小?腿251號之90,[臺南市]	 { 模糊比對 } (柳營區)	找到符合的[鄉鎮市區]，(篤農村)	找不到符合的[村里]，進行轉換搜尋[村變成里，里變成村]，轉換搜尋找到符合的[村里]，(小腳腿)	找不到符合的[地區]，轉換搜尋找不到符合的[地區]，(251之62號)	找到符合的[門牌號碼]，進行[單號過濾]，進行[找大於且最接近門牌的號之、之號]，找到大於輸入的門牌的號之、之號 28 號，模糊比對找到 1 筆符合的門牌地址。
308500.673,2774613.314,臺北市內湖區文德路九號一樓,臺北市內湖區港富里23鄰文德路9號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
173581.016,2627571.060,麥寮鄉中山路383號,雲林縣麥寮鄉麥豐村26鄰中山路383號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
203817.601,2646112.068,永靖鄉中山路一段837號,彰化縣永靖鄉港西村2鄰中山路一段837號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
202943.047,2541474.787,高雄市杉林區上平里山仙路47-2號,高雄市杉林區上平里4鄰山仙路47之2號,[高雄市]	 { 模糊比對 } (杉林區)	找到符合的[鄉鎮市區]，(上平里)	找到符合的[村里]，(山仙路)	找到符合的[路街名]，(47-2號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
196696.944,2654586.948,彰化縣埔鹽鄉彰水路一段365巷2號,彰化縣埔鹽鄉埔南村1鄰彰水路一段365巷6號,[彰化縣]	 { 模糊比對 } (埔鹽鄉)	找到符合的[鄉鎮市區]，(彰水路)	找到符合的[路街名]，(1段)	找到符合的[路段]，(365巷)	找到符合的[巷]，(2號)	找不到符合的[門牌號碼]，進行轉換搜尋[巷視為號]，進行[雙號過濾]，進行[找大於且最接近的門牌號碼]，找到大於輸入的門牌號碼 +4 號，模糊比對找到 1 筆符合的門牌地址。
203576.560,2665049.970,彰化市永安街277巷10號,彰化縣彰化市新興里33鄰永安街277巷10號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
206472.920,2649687.080,員林鎮惠明街26號,彰化縣員林鎮惠來里8鄰惠明街26號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
169180.570,2563420.760,佳里區子龍里176之1號,臺南市佳里區子龍里16鄰子良廟176號之1,[臺南市]	 { 模糊比對 } (佳里區)	找到符合的[鄉鎮市區]，(子龍里)	找到符合的[村里]，(176之1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
295109.191,2784360.213,新北市淡水區中正東路6號,新北市淡水區幸福里1鄰中正東路6號,[新北市]	 { 完全比對 } 找到符合的門牌地址
295783.184,2770676.552,新北市新莊區中港路256號,新北市新莊區中美里22鄰中港路256號,[新北市]	 { 完全比對 } 找到符合的門牌地址
300737.691,2769914.062,臺北市廣州街78號1樓,臺北市萬華區福音里14鄰廣州街78號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
279507.450,2770954.950,桃園市蘆竹區中正路229號,桃園市蘆竹區興榮里1鄰中正路229號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
192658.290,2622939.260,虎尾鎮和平路29號,雲林縣虎尾鎮新興里17鄰和平路29號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
170754.720,2583330.500,嘉義縣義竹鄉埤前村1鄰埤子頭183號,嘉義縣義竹鄉埤前村1鄰埤子頭183號,[嘉義縣]	 { 完全比對 } 找到符合的門牌地址
209257.320,2649563.840,員林鎮員水路一段228號,彰化縣員林鎮振興里19鄰員水路一段228號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
175000.630,2579437.770,鹽水區月津路23號,臺南市鹽水區橋南里15鄰月津路23號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
177978.365,2508189.045,高雄市左營區新莊一路183號,高雄市左營區新下里24鄰新莊一路183號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
179110.887,2502422.874,高雄市苓雅區復興二路148號,高雄市苓雅區晴朗里4鄰復興二路148號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
198911.950,2507218.980,屏東市民生路61-23號,屏東縣屏東市瑞光里15鄰民生路61之23號,[屏東縣]	 { 模糊比對 } (屏東市)	找到符合的[鄉鎮市區]，(民生路)	找到符合的[路街名]，(61-23號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
326192.894,2738088.846,宜蘭市中華路97號,宜蘭縣宜蘭市復興里1鄰中華路97號,[宜蘭縣]	 { 完全比對 } 找到符合的門牌地址
294899.080,2764216.312,土城區中央路一段228號1樓,新北市土城區日新里18鄰中央路一段228號,[新北市]	 { 完全比對 } 找到符合的門牌地址
177068.240,2521334.350,高雄市岡山區柳橋西路22-2號,高雄市岡山區仁壽里11鄰柳橋西路22之2號,[高雄市]	 { 模糊比對 } (岡山區)	找到符合的[鄉鎮市區]，(柳橋西路)	找到符合的[路街名]，(22-2號)	找到符合的[門牌號碼]，進行[雙號過濾]，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
196642.339,2533192.568,高雄市旗山區旗文路111-1號,高雄市旗山區永和里13鄰旗文路111之1號,[高雄市]	 { 模糊比對 } (旗山區)	找到符合的[鄉鎮市區]，(旗文路)	找到符合的[路街名]，(111-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
287592.308,2758590.925,三峽區秀川街四號,新北市三峽區秀川里6鄰秀川街4號,[新北市]	 { 完全比對 } 找到符合的門牌地址
202336.920,2622474.910,斗六市鎮西里保長路46-2號,雲林縣斗六市鎮西里22鄰保長路46之2號,[雲林縣]	 { 模糊比對 } (斗六市)	找到符合的[鄉鎮市區]，(鎮西里)	找到符合的[村里]，(保長路)	找到符合的[路街名]，(46-2號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
176672.500,2521386.150,高雄市岡山區正言街68號,高雄市岡山區仁壽里23鄰正言街68號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
196881.290,2620074.230,斗南鎮西歧里建國一路65號,雲林縣斗南鎮西岐里8鄰建國一路65號,[雲林縣]	 { 模糊比對 } (斗南鎮)	找到符合的[鄉鎮市區]，(西歧里)	找不到符合的[村里]，進行轉換搜尋[村變成里，里變成村]，轉換搜尋找不到進行[忽略村里]，(建國一路)	找到符合的[路街名]，(65號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
179904.236,2621564.034,褒忠鄉三民路147巷6-2號,雲林縣褒忠鄉埔姜村5鄰三民路147巷6之2號,[雲林縣]	 { 模糊比對 } (褒忠鄉)	找到符合的[鄉鎮市區]，(三民路)	找到符合的[路街名]，(147巷)	找到符合的[巷]，(6-2號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
184119.636,2622798.985,土庫鎮民生路110-2號,雲林縣土庫鎮北平里5鄰民生路110之2號,[雲林縣]	 { 模糊比對 } (土庫鎮)	找到符合的[鄉鎮市區]，(民生路)	找到符合的[路街名]，(110-2號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
184329.990,2502452.880,高雄市鳳山區中山路41號,高雄市鳳山區和德里4鄰中山路41號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
169064.930,2545593.240,台南市公園路535號,臺南市北區六甲里4鄰公園路535號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
182835.280,2514747.290,高雄市大社區中山路98號,高雄市大社區大社里5鄰中山路98號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
304580.290,2771927.625,臺北市中山區長春路336號1樓,臺北市中山區復華里7鄰長春路336號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
296416.682,2764487.095,土城區青雲路37之2號,新北市土城區清溪里44鄰青雲路37之2號,[新北市]	 { 完全比對 } 找到符合的門牌地址
