X坐標,Y坐標,原地址,結果地址,說明
246831.200,2650955.800,南投縣埔里鎮東華路91-1號,南投縣埔里鎮東門里2鄰東華路91之1號,[南投縣]	 { 模糊比對 } (埔里鎮)	找到符合的[鄉鎮市區]，(東華路)	找到符合的[路街名]，(91-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
217390.990,2667312.360,臺中市大里區國光路二段441號,臺中市大里區永隆里11鄰國光路二段441號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
180152.896,2506510.735,高雄市三民區大昌一路289號,高雄市三民區灣子里17鄰大昌一路289號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
168113.860,2545848.550,臺南市北區和緯路二段516號,臺南市北區成德里34鄰和緯路二段516號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
302882.075,2779434.307,臺北市北投區石牌路2段332-1號1樓,臺北市北投區永欣里11鄰石牌路二段332之1號,[臺北市]	 { 模糊比對 } (北投區)	找到符合的[鄉鎮市區]，(石牌路)	找到符合的[路街名]，(2段)	找到符合的[路段]，(332-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
216755.880,2670757.786,臺中市西區中華路一段3-5號1-3樓,臺中市西區平和里3鄰中華路一段3之5號,[臺中市]	 { 模糊比對 } (西區)	找到符合的[鄉鎮市區]，(中華路)	找到符合的[路街名]，(1段)	找到符合的[路段]，(3-5號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
302070.186,2767633.039,新北市永和區永和路2段285號,新北市永和區頂溪里3鄰永和路二段285號,[新北市]	 { 完全比對 } 找到符合的門牌地址
305676.625,2769519.866,臺北市大安區文昌街89號1樓,臺北市大安區義安里2鄰文昌街89號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
202449.360,2493926.580,屏東縣潮州鎮永昌路47巷3號,屏東縣潮州鎮永春里24鄰永昌路47巷3號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
264378.057,2517278.908,臺東縣臺東市正氣北路141巷11號,臺東縣臺東市東海里20鄰正氣北路141巷11號,[臺東縣]	 { 完全比對 } 找到符合的門牌地址
181317.986,2505740.949,高雄市三民區大昌二路448號,高雄市三民區本武里8鄰大昌二路448號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
183828.480,2504201.380,高雄市鳳山區建國路3段16號,高雄市鳳山區文英里9鄰建國路三段16號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
216709.199,2673771.185,臺中市北區中清路一段581號,臺中市北區長青里8鄰中清路一段581號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
211765.904,2694160.578,臺中市大甲區育英路174-1號,臺中市大甲區文武里8鄰育英路174之1號,[臺中市]	 { 模糊比對 } (大甲區)	找到符合的[鄉鎮市區]，(育英路)	找到符合的[路街名]，(174-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
297885.831,2774889.510,新北市蘆洲區中山一路160號,新北市蘆洲區溪墘里15鄰中山一路160號,[新北市]	 { 完全比對 } 找到符合的門牌地址
207017.410,2685598.100,臺中市清水區五權東路11號,臺中市清水區下湳里28鄰五權東路11號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
297233.666,2775395.486,新北市蘆洲區中正路209號,新北市蘆洲區中原里10鄰中正路209號,[新北市]	 { 完全比對 } 找到符合的門牌地址
213508.403,2680603.529,臺中市大雅區中清路四段303號,臺中市大雅區員林里21鄰中清路四段303號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
208484.770,2504608.900,屏東縣內埔鄉老埤村學府路1號,屏東縣內埔鄉老埤村24鄰學府路1號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
187358.283,2490072.327,高雄市林園區和平路66巷6號,高雄市林園區仁愛里11鄰和平路66巷6號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
214588.196,2672008.531,臺中市南屯區大進街526號(含1-2樓),臺中市南屯區大業里12鄰大進街526號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
197480.090,2497872.330,屏東縣萬丹鄉萬新路1426號,屏東縣萬丹鄉水泉村12鄰萬新路1426號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
192548.097,2596728.286,嘉義市垂楊路619號,嘉義市西區新西里5鄰垂楊路619號,[嘉義市]	 { 完全比對 } 找到符合的門牌地址
192463.230,2621392.120,雲林縣虎尾鎮興南里113號,雲林縣虎尾鎮興南里9鄰興南113號,[雲林縣]	 { 模糊比對 } (虎尾鎮)	找到符合的[鄉鎮市區]，(興南里)	找到符合的[村里]，(113號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
186239.630,2632098.870,雲林縣二崙鄉大同路21之2號,雲林縣二崙鄉大同村1鄰大同路21之2號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
199701.540,2507933.220,屏東縣長治鄉瑞光路一段745號,屏東縣長治鄉香楊村13鄰瑞光路一段745號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
237467.573,2731110.911,竹南鎮博愛街120號,苗栗縣竹南鎮照南里15鄰博愛街120號,[苗栗縣]	 { 完全比對 } 找到符合的門牌地址
304492.095,2765164.655,臺北市文山區景福街244號1樓及地下1樓,臺北市文山區景慶里5鄰景福街244號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
196832.230,2509274.500,屏東市自由路629號,屏東縣屏東市崇蘭里13鄰自由路629號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
215844.535,2668931.896,臺中市南區復興路二段133號及地下室一樓,臺中市南區福平里9鄰復興路二段133號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
181215.371,2514436.194,高雄市楠梓區楠梓東街38號1樓,高雄市楠梓區享平里12鄰楠梓東街38號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
310142.678,2775111.133,臺北市內湖區金湖路22號1樓,臺北市內湖區清白里20鄰金湖路22號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
247239.840,2651170.270,南投縣埔里鎮忠孝路266號,南投縣埔里鎮東門里20鄰忠孝路266號,[南投縣]	 { 完全比對 } 找到符合的門牌地址
302560.382,2766263.455,新北市永和區永利路94巷3號,新北市永和區福和里23鄰永利路94巷3號,[新北市]	 { 完全比對 } 找到符合的門牌地址
269898.440,2772897.390,桃園市中山北路4號,桃園市大園區大園里11鄰中山北路4號,[桃園市]	 { 模糊比對 } (中山北路)	找到符合的[路街名]，(4號)	找到符合的[門牌號碼]，進行[雙號過濾]，模糊比對找到 3 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
329877.770,2725489.780,宜蘭縣冬山鄉冬山路1段753、755號,宜蘭縣冬山鄉安平村2鄰冬山路一段1077之5號,[宜蘭縣]	 { 模糊比對 } (冬山鄉)	找到符合的[鄉鎮市區]，(冬山路)	找到符合的[路街名]，(1段)	找到符合的[路段]，(753755號)	進行[單號過濾]，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -752678 號，進行[找最小門牌的號之、之號]，模糊比對找到 1 筆符合的門牌地址。
300120.567,2767929.238,臺北市萬華區萬大路536號1樓,臺北市萬華區華中里13鄰萬大路536號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
221744.212,2689283.224,臺中市后里區甲后路396號,臺中市后里區后里里8鄰甲后路396號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
306770.675,2771863.587,臺北市松山區健康路256號1樓,臺北市松山區東光里25鄰健康路256號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
250497.392,2748938.430,新竹縣竹北市中華路875號,新竹縣竹北市泰和里20鄰中華路875號,[新竹縣]	 { 完全比對 } 找到符合的門牌地址
212275.390,2517856.730,屏東縣高樹鄉廣福村興農路72巷53號,屏東縣高樹鄉廣福村10鄰興農路72巷53號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
201970.460,2641061.010,彰化縣北斗鎮復興路40號,彰化縣北斗鎮居仁里8鄰復興路40號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
302018.432,2766307.776,新北市永和區永貞路175號,新北市永和區永安里2鄰永貞路175號,[新北市]	 { 完全比對 } 找到符合的門牌地址
286722.250,2772214.790,桃園市龜山區文化三路99號,桃園市龜山區大湖里11鄰文化三路99號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
317038.634,2773430.698,新北市汐止區仁愛路319號,新北市汐止區新昌里26鄰仁愛路319號,[新北市]	 { 完全比對 } 找到符合的門牌地址
288436.664,2774038.757,新北市林口區仁愛路二段172號,新北市林口區西林里21鄰仁愛路二段172號,[新北市]	 { 完全比對 } 找到符合的門牌地址
280624.000,2767270.000,桃園市大興西路一段221號1 樓,桃園市桃園區同安里4鄰大興西路一段221號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
302794.233,2777940.680,臺北市士林區克強路23號1樓,臺北市士林區蘭興里11鄰克強路23號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
239939.429,2731791.789,苗栗縣頭份鎮中央路358號,苗栗縣頭份鎮蟠桃里5鄰中央路358號,[苗栗縣]	 { 完全比對 } 找到符合的門牌地址
180712.484,2500414.805,高雄市前鎮區福祥街49號,高雄市前鎮區瑞祥里3鄰福祥街49號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
279100.267,2764866.145,桃園市國際路二段51號,桃園市桃園區中信里1鄰國際路二段51號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
280367.444,2761970.504,桃園市八德區介壽路一段693號,桃園市八德區大義里20鄰介壽路一段693號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
304800.019,2767636.879,臺北市大安區基隆路3段153號,臺北市大安區學府里12鄰基隆路三段153號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
184501.691,2498979.050,高雄市鳳山區過勇路198號,高雄市鳳山區過埤里2鄰過勇路198號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
296449.812,2767870.951,新北市板橋區國光路166號,新北市板橋區國光里17鄰國光路166號,[新北市]	 { 完全比對 } 找到符合的門牌地址
214033.078,2670846.835,臺中市南屯區田心里大墩六街287號1樓,臺中市南屯區田心里3鄰大墩六街287號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
301951.299,2771894.341,臺北市大同區寧夏路1號1、3樓,臺北市大同區星明里6鄰寧夏路1號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
223293.963,2682605.274,臺中市豐原區豐原大道四段457號,臺中市豐原區北陽里13鄰豐原大道四段457號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
286729.237,2773953.619,新北市林口區民族路6號,新北市林口區南勢里14鄰民族路6號,[新北市]	 { 完全比對 } 找到符合的門牌地址
166796.320,2548861.400,臺南市安南區海佃路2段440號,臺南市安南區海東里22鄰海佃路二段440號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
173005.730,2546897.750,臺南市永康區中山南路475號,臺南市永康區東橋里19鄰中山南路475號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
,,蘆竹市南崁中正路362號,,查無符合門牌地址
216332.786,2671296.045,臺中市西區向上路一段21號,臺中市西區後龍里1鄰向上路一段21號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
281317.266,2765821.314,桃園市桃園區三民路2段254號,桃園市桃園區北門里3鄰三民路二段258之1號,[桃園市]	 { 模糊比對 } (桃園區)	找到符合的[鄉鎮市區]，(三民路)	找到符合的[路街名]，(2段)	找到符合的[路段]，(254號)	進行[雙號過濾]，進行[找大於且最接近的門牌號碼]，找到大於輸入的門牌號碼 +4 號，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -18 號，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
303192.556,2772338.900,臺北市中山區民生東路1段87號地下1樓,臺北市中山區聚盛里11鄰民生東路一段87號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
218984.442,2674036.115,臺中市北屯區文心路四段943號1樓,臺中市北屯區平田里1鄰文心路四段943號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
167586.040,2543630.540,臺南市中西區友愛街277號,臺南市中西區保安里5鄰友愛街277號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
300482.964,2765613.261,新北市中和區景平路489號1樓,新北市中和區新南里33鄰景平路489號,[新北市]	 { 完全比對 } 找到符合的門牌地址
185016.540,2503342.810,高雄市鳳山區瑞順街147號1樓,高雄市鳳山區瑞興里12鄰瑞順街147號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
192484.370,2603802.540,嘉義縣民雄鄉建國路二段148-6號,嘉義縣民雄鄉?福村20鄰建國路二段148號,[嘉義縣]	 { 模糊比對 } (民雄鄉)	找到符合的[鄉鎮市區]，(建國路)	找到符合的[路街名]，(2段)	找到符合的[路段]，(148-6號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
202896.120,2663549.180,彰化市中正路2段256號,彰化縣彰化市富貴里9鄰中正路二段256號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
283527.149,2762063.871,新北市鶯歌區鶯桃路496號,新北市鶯歌區鳳鳴里7鄰鶯桃路496號,[新北市]	 { 完全比對 } 找到符合的門牌地址
169368.450,2549016.700,臺南市安南區怡安路1段84號,臺南市安南區新順里10鄰怡安路一段84號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
303181.773,2772338.254,臺北市中山區民生東路1段83號,臺北市中山區聚盛里11鄰民生東路一段83號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
180467.798,2503427.891,高雄市苓雅區中正一路139、141號,高雄市苓雅區福南里25鄰中正一路329號,[高雄市]	 { 模糊比對 } (苓雅區)	找到符合的[鄉鎮市區]，(中正一路)	找到符合的[路街名]，(139141號)	進行[單號過濾]，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -138812 號，模糊比對找到 1 筆符合的門牌地址。
179978.094,2577836.530,臺南市新營區新進路314-1號,臺南市新營區永生里11鄰新進路314之1號,[臺南市]	 { 模糊比對 } (新營區)	找到符合的[鄉鎮市區]，(新進路)	找到符合的[路街名]，(314-1號)	找到符合的[門牌號碼]，進行[雙號過濾]，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
292356.050,2765162.570,新北市樹林區樹德街136巷16號1樓,新北市樹林區樹德里24鄰樹德街136巷16號,[新北市]	 { 完全比對 } 找到符合的門牌地址
327511.520,2729329.540,宜蘭縣羅東鎮純精路一段25號,宜蘭縣羅東鎮西安里6鄰純精路一段25號,[宜蘭縣]	 { 完全比對 } 找到符合的門牌地址
305089.255,2765341.498,臺北市文山區景華街92號1樓,臺北市文山區景東里13鄰景華街92號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
184069.794,2496821.677,高雄市小港區宏平路372號,高雄市小港區濟南里14鄰宏平路372號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
166027.840,2545053.620,臺南市中西區和緯路5段235號,臺南市中西區西湖里16鄰和緯路五段235號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
247359.270,2743392.670,新竹市東南街112號1樓,新竹市東區頂竹里16鄰東南街112號,[新竹市]	 { 完全比對 } 找到符合的門牌地址
213693.270,2670112.076,台中市南屯區文心南二路447號,臺中市南屯區豐樂里19鄰文心南二路447號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
298188.498,2775648.760,新北市蘆洲區復興路174號1樓,新北市蘆洲區信義里2鄰復興路174號,[新北市]	 { 完全比對 } 找到符合的門牌地址
252975.394,2745935.651,新竹縣竹北市自強北路50號,新竹縣竹北市東興里4鄰自強北路50號,[新竹縣]	 { 完全比對 } 找到符合的門牌地址
177498.048,2509993.099,高雄市左營區左營大路437號,高雄市左營區尾西里6鄰左營大路437號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
203297.420,2479740.760,屏東縣佳冬鄉六根村佳和路132-4號,屏東縣佳冬鄉六根村24鄰佳和路132之4號,[屏東縣]	 { 模糊比對 } (佳冬鄉)	找到符合的[鄉鎮市區]，(六根村)	找到符合的[村里]，(佳和路)	找到符合的[路街名]，(132-4號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
245307.960,2743653.650,新竹市經國路3段6號,新竹市香山區頂埔里25鄰經國路三段6號,[新竹市]	 { 完全比對 } 找到符合的門牌地址
311885.619,2653215.943,花蓮縣花蓮市明禮路71-10號,花蓮縣花蓮市國光里5鄰明禮路71之10號,[花蓮縣]	 { 模糊比對 } (花蓮市)	找到符合的[鄉鎮市區]，(明禮路)	找到符合的[路街名]，(71-10號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
287700.344,2773706.645,新北市林口區文化一路一段102號,新北市林口區麗園里17鄰文化一路一段102號,[新北市]	 { 完全比對 } 找到符合的門牌地址
197029.166,2650804.390,彰化縣溪湖鎮員鹿路3段198號,彰化縣溪湖鎮光平里12鄰員鹿路三段198號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
213545.022,2672340.768,台中市西屯區惠中路二段41號,臺中市西屯區惠來里39鄰惠中路二段41號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
178762.271,2606996.071,雲林縣北港鎮民生路137號,雲林縣北港鎮南安里10鄰民生路137號,[雲林縣]	 { 完全比對 } 找到符合的門牌地址
212696.792,2671803.791,台中市南屯區公益路二段632號,臺中市南屯區黎明里23鄰公益路二段632號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
308252.942,2769860.610,臺北市信義區信義路6段81號1樓,臺北市信義區國業里14鄰信義路六段81號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
171007.930,2541452.320,臺南市東區崇善路486號,臺南市東區崇德里9鄰崇善路486號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
289796.968,2774543.926,新北市林口區中山路62號,新北市林口區東林里19鄰中山路60號之1,[新北市]	 { 模糊比對 } (林口區)	找到符合的[鄉鎮市區]，(中山路)	找到符合的[路街名]，(62號)	進行[雙號過濾]，進行[找大於且最接近的門牌號碼]，找到大於輸入的門牌號碼 +68 號，進行[找小於且最接近的門牌號碼]，找到小於輸入的門牌號碼 -2 號，進行[找最小門牌的號之、之號]，模糊比對找到 2 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
178295.810,2507169.862,高雄市鼓山區篤敬路1號,高雄市鼓山區明誠里46鄰篤敬路1號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
269608.490,2773414.420,桃園市中山北路189號,桃園市大園區大園里16鄰中山北路189號,[桃園市]	 { 模糊比對 } (中山北路)	找到符合的[路街名]，(189號)	找到符合的[門牌號碼]，進行[單號過濾]，模糊比對找到 4 筆符合的門牌地址。( 限制回傳 1 筆門牌地址 )
196545.885,2650921.188,彰化縣溪湖鎮大突里地政路31號1樓,彰化縣溪湖鎮大突里9鄰地政路31號,[彰化縣]	 { 完全比對 } 找到符合的門牌地址
170564.640,2544907.060,臺南市北區林森路3段112號,臺南市北區重興里4鄰林森路三段112號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
281538.500,2767554.694,桃園市大興路207號1、2樓,桃園市桃園區寶山里2鄰大興路207號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
246198.120,2745328.650,新竹市北區武陵路2-1號,新竹市北區水田里19鄰武陵路2之1號,[新竹市]	 { 模糊比對 } (北區)	找到符合的[鄉鎮市區]，(武陵路)	找到符合的[路街名]，(2-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
293143.496,2618567.661,花蓮縣光復鄉中興路568號,花蓮縣光復鄉大華村14鄰中興路568號,[花蓮縣]	 { 完全比對 } 找到符合的門牌地址
267954.050,2756252.350,桃園市楊梅區永美路502號1樓,桃園市楊梅區永平里4鄰永美路502號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
303507.826,2772452.395,臺北市中山區吉林路173號1樓,臺北市中山區中庄里15鄰吉林路173號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
298416.528,2761680.915,新北市新店區安祥路104-7號GF,新北市新店區香坡里10鄰安祥路104之7號,[新北市]	 { 模糊比對 } (新店區)	找到符合的[鄉鎮市區]，(安祥路)	找到符合的[路街名]，(104-7號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
303055.315,2776087.083,臺北市士林區文林路311號1樓,臺北市士林區仁勇里11鄰文林路311號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
304656.903,2765044.605,臺北市文山區景文街29號1樓,臺北市文山區景行里8鄰景文街29號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
218559.000,2645074.000,南投縣南投市信義街5巷42-1號,南投縣南投市平和里41鄰信義街5巷42之1號,[南投縣]	 { 模糊比對 } (南投市)	找到符合的[鄉鎮市區]，(信義街)	找到符合的[路街名]，(5巷)	找到符合的[巷]，(42-1號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
281054.635,2763997.979,桃園市桃園區三民路三段579號,桃園市桃園區豐林里23鄰三民路三段579號,[桃園市]	 { 完全比對 } 找到符合的門牌地址
302710.255,2775589.236,臺北市士林區承德路4段183號1樓,臺北市士林區義信里12鄰承德路四段183號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
197065.780,2508441.770,屏東市中山路61-12號,屏東縣屏東市光榮里7鄰中山路61之12號,[屏東縣]	 { 模糊比對 } (屏東市)	找到符合的[鄉鎮市區]，(中山路)	找到符合的[路街名]，(61-12號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
181059.761,2514572.199,高雄市楠梓區楠梓路132號,高雄市楠梓區東寧里2鄰楠梓路132號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
302506.440,2765674.497,新北市永和區民權路7號1樓,新北市永和區民權里7鄰民權路7號,[新北市]	 { 完全比對 } 找到符合的門牌地址
214704.225,2668371.778,台中市南區樹德里德祥街72號,臺中市南區樹德里11鄰德祥街72號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
179685.402,2578963.697,臺南市新營區健康路32號,臺南市新營區忠政里24鄰健康路32號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
308550.939,2772309.216,臺北市內湖區舊宗路1段30巷13號1樓,臺北市內湖區週美里20鄰舊宗路一段30巷13號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
300012.254,2769124.338,臺北市萬華區西園路2段194號,臺北市萬華區和平里24鄰西園路二段194號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
191072.900,2604833.550,嘉義縣民雄鄉中和村魚寮仔6鄰29號,嘉義縣民雄鄉中和村6鄰魚寮仔29號,[嘉義縣]	 { 模糊比對 } (民雄鄉)	找到符合的[鄉鎮市區]，(中和村)	找到符合的[村里]，(29號)	找到符合的[門牌號碼]，進行[單號過濾]，(6鄰)	找到符合的[鄰]，模糊比對找到 1 筆符合的門牌地址。
193543.850,2494284.920,屏東縣新園鄉田洋村仙隆路363號,屏東縣新園鄉田洋村6鄰仙隆路363號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
214454.676,2674062.764,台中市西屯區櫻花路128號,臺中市西屯區逢福里13鄰櫻花路128號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
172983.940,2520069.230,高雄市彌陀區中正路14號,高雄市彌陀區彌陀里14鄰中正路14號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
300622.794,2764805.203,新北市中和區復興路300號1樓,新北市中和區復興里51鄰復興路300號,[新北市]	 { 完全比對 } 找到符合的門牌地址
204794.180,2480410.050,屏東縣佳冬鄉萬建村忠信街426巷13號,屏東縣佳冬鄉萬建村20鄰忠信街426巷13號,[屏東縣]	 { 完全比對 } 找到符合的門牌地址
176253.960,2520556.000,高雄市岡山區介壽西路129號,高雄市岡山區協榮里2鄰介壽西路129號,[高雄市]	 { 完全比對 } 找到符合的門牌地址
,,雲林縣西螺鎮漢光里平和南路378.380號,,查無符合門牌地址
221877.214,2682137.820,臺中市豐原區圓環東路299號壹樓,臺中市豐原區南陽里28鄰圓環東路299號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
211214.426,2675434.963,台中市西屯區福雅路51號(含地下室),臺中市西屯區福林里3鄰福雅路51號,[臺中市]	 { 完全比對 } 找到符合的門牌地址
